BAMid,Approach Vertical,Vertical Jump,3/4 Court sprint  ,4-Way agility,Reaction Shuttle,BAMScore,Wingspan,Reach,Height,Weight,Body Comp,Hand Width,approach_vertical_rank,vertical_jump_rank,reaction_shuttle_rank,bam_score_rank,wingspan_rank,reach_rank,height_rank,weight_rank,body_comp_rank,hand_width_rank,fourway_rank,courtsprint_rank
1037,33.5,28.5,3.376,11.4709999999999,3.66899999999999,2003.0,72.75,94.0,70.0,174.4,9.8,8.25,4,4,4,4,2,3,3,3,3,3,2,3
656,30.5,21.5,3.486,12.114,3.355,1865.0,82.0,104.5,79.5,188.4,21.9,8.75,3,2,3,3,4,4,4,4,5,3,3,4
477,37.0,31.0,3.23,12.036,3.562,2005.0,81.5,99.0,74.0,196.5,13.9,9.5,5,5,4,4,4,4,3,4,3,4,3,3
1200,29.0,23.0,3.37,12.509,3.173,1902.0,79.5,101.0,77.5,205.0,10.6,9.25,3,3,2,4,4,4,4,4,3,4,4,3
1501,31.0,26.0,3.389,12.724,3.316,1903.0,77.0,101.5,78.0,180.0,15.4,10.0,3,4,3,4,3,4,4,3,4,5,4,3
490,37.0,29.0,,,,2208.0,,,,,,,5,5,1,5,1,1,1,1,1,1,1,1
1508,32.0,27.5,3.21,11.276,3.04699999999999,2088.0,73.0,92.0,70.0,130.8,11.5,8.0,4,4,2,5,3,2,3,2,3,2,2,3
730,34.0,26.5,3.513,11.743,3.726,1888.0,76.0,97.5,75.5,181.9,7.6,8.25,4,4,4,3,3,3,4,4,2,3,3,4
413,,34.0,3.263,12.644,3.498,1932.0,76.0,95.5,73.0,157.3,16.3,8.25,1,5,3,4,3,3,3,3,4,3,4,3
1003,,14.0,3.407,11.947,3.448,1709.0,83.0,102.0,76.5,197.3,23.2,9.25,1,1,3,2,4,4,4,4,5,4,3,3
1283,,,3.396,11.387,3.384,1922.0,75.0,95.5,73.0,184.5,19.0,8.75,1,1,3,4,3,3,3,4,4,3,2,3
699,32.0,28.0,3.267,11.746,3.56,1966.0,80.5,101.5,75.5,162.0,14.5,9.75,4,4,4,4,4,4,4,3,3,5,3,3
319,29.5,25.5,3.505,12.183,3.841,1791.0,75.5,96.5,72.5,156.5,23.4,8.0,3,3,5,3,3,3,3,3,5,2,3,4
1016,35.0,28.0,3.512,12.407,3.61899999999999,1894.0,78.5,98.5,74.5,191.4,20.7,8.5,4,4,4,4,4,3,3,4,5,3,4,4
668,32.5,28.0,3.286,11.612,3.161,2042.0,76.0,99.5,75.5,170.0,12.5,9.25,4,4,2,5,3,4,4,3,3,4,3,3
1086,28.0,22.5,3.648,12.189,3.515,1798.0,82.0,106.0,81.5,246.0,29.2,8.0,2,2,4,3,4,5,5,5,5,2,3,4
516,32.5,25.0,3.556,12.306,3.849,1791.0,82.25,100.5,75.5,191.2,22.3,9.5,4,3,5,3,4,4,4,4,5,4,4,4
1419,36.0,28.0,3.56,11.511,3.306,1998.0,74.5,94.0,72.5,161.3,5.1,9.0,5,4,3,4,3,3,3,3,2,4,2,4
531,27.5,23.0,6.764,13.966,3.714,1690.0,77.0,97.5,72.75,174.6,11.5,9.25,2,3,4,2,3,3,3,3,3,4,5,5
607,27.0,22.0,3.431,12.645,3.718,1750.0,76.0,97.0,72.75,158.6,7.2,8.5,2,2,4,2,3,3,3,3,2,3,4,3
1270,30.0,22.5,3.286,12.167,3.685,1847.0,79.0,99.0,74.0,163.5,14.7,8.0,3,2,4,3,4,4,3,3,3,2,3,3
1162,27.0,20.5,4.007,13.597,3.568,1578.0,85.0,104.0,76.5,213.0,11.1,10.0,2,2,4,1,5,4,4,5,3,5,5,5
264,36.0,29.0,3.481,11.0629999999999,3.41899999999999,2031.0,86.0,105.5,80.0,213.6,21.6,9.75,5,5,3,5,5,5,4,5,5,5,2,4
609,,31.0,3.362,12.714,3.506,1450.0,82.0,103.0,78.5,209.2,20.9,9.25,1,5,4,1,4,4,4,4,5,4,4,3
1046,33.5,23.0,3.18,12.137,3.45,1953.0,78.5,99.0,76.0,171.0,16.0,10.0,4,3,3,4,4,4,4,3,4,5,3,3
1288,31.0,25.5,3.501,11.624,3.428,1927.0,82.5,103.5,77.5,209.8,24.9,8.5,3,3,3,4,4,4,4,5,5,3,3,4
271,26.5,21.5,3.667,12.102,3.502,1770.0,83.0,106.0,82.0,229.3,27.8,9.25,2,2,3,3,4,5,5,5,5,4,3,4
1332,30.5,27.0,3.383,13.418,3.666,1798.0,80.0,103.0,79.0,197.0,17.6,9.25,3,4,4,3,4,4,4,4,4,4,5,3
836,30.0,25.0,3.262,12.152,3.305,1948.0,74.5,95.0,72.0,176.8,18.1,9.0,3,3,3,4,3,3,3,3,4,4,3,3
797,33.0,26.0,3.481,12.761,3.796,1805.0,79.25,102.0,77.5,167.0,4.0,8.5,4,4,5,3,4,4,4,3,2,3,4,4
929,32.5,28.0,3.357,11.297,3.213,2043.0,70.0,90.5,70.75,153.6,6.0,,4,4,2,5,2,2,3,3,2,1,2,3
899,24.0,23.5,3.515,12.305,3.54399999999999,1793.0,70.5,90.5,69.0,181.1,24.9,8.5,1,3,4,3,2,2,2,4,5,3,4,4
898,36.0,29.0,3.297,12.609,3.463,1964.0,74.5,93.0,69.5,146.3,16.5,8.25,5,5,3,4,3,3,2,2,4,3,4,3
1434,28.5,24.0,3.758,11.872,3.523,1810.0,81.0,102.5,79.5,199.4,15.7,8.25,3,3,4,3,4,4,4,4,4,3,3,4
1446,27.5,23.5,3.477,12.263,3.507,1828.0,78.0,102.5,79.0,177.0,18.6,8.5,2,3,4,3,3,4,4,3,4,3,4,4
1092,30.5,24.0,3.424,11.7259999999999,3.70899999999999,1863.0,75.5,98.0,76.75,200.0,9.8,8.5,3,3,4,3,3,3,4,4,3,3,3,3
1404,36.5,31.0,3.171,11.249,3.113,2139.0,78.0,98.0,73.5,167.0,13.6,9.75,5,5,2,5,3,3,3,3,3,5,2,3
872,31.0,26.5,3.536,12.782,3.392,1866.0,83.5,102.5,75.25,218.0,25.3,9.75,3,4,3,3,5,4,4,5,5,5,4,4
337,33.0,25.5,3.415,12.605,3.559,1879.0,78.75,100.0,77.5,194.4,21.1,10.0,4,3,4,3,4,4,4,4,5,5,4,3
488,29.5,19.0,3.487,12.383,3.348,1819.0,76.0,97.0,76.0,161.7,14.3,9.5,3,1,3,3,3,3,4,3,3,4,4,4
324,28.5,24.5,3.426,12.791,3.663,1794.0,82.0,107.0,81.5,212.0,25.5,9.75,3,3,4,3,4,5,5,5,5,5,4,3
1157,35.0,28.0,3.359,12.65,3.829,1858.0,77.0,93.0,71.5,165.0,8.1,9.0,4,4,5,3,3,3,3,3,2,4,4,3
1371,26.0,23.5,3.684,13.133,3.631,1728.0,90.0,111.0,83.0,252.0,30.8,9.75,2,3,4,2,5,5,5,5,5,5,5,4
1209,28.5,23.0,3.444,12.995,3.316,1832.0,71.0,95.5,72.0,178.0,18.9,8.5,3,3,3,3,2,3,3,3,4,3,5,3
1381,31.5,24.5,3.424,12.524,3.27399999999999,1912.0,77.0,99.0,74.5,176.0,8.9,9.5,3,3,3,4,3,4,3,3,3,4,4,3
973,32.5,27.5,3.437,11.6759999999999,3.483,1956.0,76.0,97.0,74.0,202.8,12.1,9.0,4,4,3,4,3,3,3,4,3,4,3,3
277,34.0,28.0,3.2,12.851,3.682,1903.0,78.5,97.5,74.5,171.0,16.8,8.75,4,4,4,4,4,3,3,3,4,3,4,3
1391,31.0,26.0,3.537,11.924,3.256,1930.0,79.0,101.5,77.0,205.0,19.3,9.5,3,4,3,4,4,4,4,4,4,4,3,4
219,30.0,23.0,3.424,12.1529999999999,3.341,1898.0,72.5,95.5,73.5,155.6,6.1,9.0,3,3,3,4,2,3,3,3,2,4,3,3
910,24.0,17.0,3.684,11.901,3.614,1686.0,76.0,98.5,72.5,188.8,23.4,8.0,1,1,4,2,3,3,3,4,5,2,3,4
1242,35.5,26.5,3.305,11.368,3.241,2048.0,75.5,96.0,72.0,150.0,10.4,8.75,5,4,3,5,3,3,3,2,3,3,2,3
1511,30.5,27.0,3.347,12.974,3.57,1855.0,80.0,100.5,73.5,191.0,24.8,9.5,3,4,4,3,4,4,3,4,5,4,5,3
1350,34.5,27.0,3.388,11.722,3.418,1986.0,73.25,92.5,71.5,166.2,6.1,8.5,4,4,3,4,3,2,3,3,2,3,3,3
1019,33.5,26.0,3.446,11.667,3.575,1932.0,75.0,97.0,76.5,175.6,4.8,9.0,4,4,4,4,3,3,4,3,2,4,3,3
851,28.5,22.5,3.433,12.423,3.494,1830.0,73.0,95.0,72.5,183.0,22.4,8.5,3,2,3,3,3,3,3,4,5,3,4,3
1321,,31.5,3.323,11.818,3.81,1872.0,,,,,,,1,5,5,3,1,1,1,1,1,1,3,3
826,29.0,24.0,3.453,,3.475,2162.0,82.25,103.0,79.5,180.0,17.2,8.5,3,3,3,5,4,4,4,3,4,3,1,3
992,32.5,25.0,3.298,11.026,3.40199999999999,2016.0,75.0,95.5,72.5,167.7,16.1,8.0,4,3,3,4,3,3,3,3,4,2,2,3
1307,30.0,24.5,3.691,12.674,3.656,1796.0,84.0,105.0,79.5,207.8,25.0,9.5,3,3,4,3,5,5,4,4,5,4,4,4
205,,,3.398,11.65,3.137,1963.0,78.5,100.5,76.0,196.4,21.0,9.25,1,1,2,4,4,4,4,4,5,4,3,3
1413,35.5,29.5,3.254,11.448,3.662,2001.0,77.0,95.5,75.0,177.0,17.0,8.25,5,5,4,4,3,3,3,3,4,3,2,3
339,,30.0,3.112,11.543,3.405,2048.0,73.0,90.5,69.0,150.0,11.6,8.5,1,5,3,5,3,2,2,2,3,3,2,2
1328,30.0,26.0,3.844,12.28,3.762,1741.0,79.0,100.5,76.75,253.0,19.0,9.0,3,4,4,2,4,4,4,5,4,4,4,5
590,33.0,24.0,3.382,13.397,3.528,1829.0,78.25,101.5,75.5,211.2,13.2,8.25,4,3,4,3,4,4,4,5,3,3,5,3
364,37.0,28.5,3.433,11.722,3.367,2008.0,76.25,94.0,71.0,165.0,15.5,8.5,5,4,3,4,3,3,3,3,4,3,3,3
589,35.5,28.0,3.406,12.7679999999999,3.648,1890.0,77.0,96.0,72.0,183.0,21.7,8.5,5,4,4,3,3,3,3,4,5,3,4,3
895,27.5,22.5,3.653,12.97,3.484,1750.0,75.75,96.0,73.5,188.8,12.0,8.5,2,2,3,2,3,3,3,4,3,3,5,4
985,29.0,22.0,3.388,12.119,3.458,2078.0,78.5,98.0,73.5,150.6,6.3,7.5,3,2,3,5,4,3,3,2,2,1,3,3
1267,29.0,23.5,3.829,14.119,4.093,1511.0,77.5,98.0,76.5,200.0,12.0,8.75,3,3,5,1,3,3,4,4,3,3,5,5
1322,29.5,25.0,3.58,12.87,3.748,1756.0,75.5,97.5,72.5,169.0,13.1,9.5,3,3,4,3,3,3,3,3,3,4,4,4
1502,24.5,22.0,3.683,12.868,3.534,1710.0,93.0,115.0,87.0,288.9,31.9,10.25,1,2,4,2,5,5,5,5,5,5,4,4
615,32.0,27.5,3.538,12.416,3.288,1915.0,80.0,101.0,76.5,177.0,14.6,9.25,4,4,3,4,4,4,4,3,3,4,4,4
989,34.5,26.5,3.328,11.59,3.343,2009.0,79.5,102.0,75.5,166.0,17.1,9.0,4,4,3,4,4,4,4,3,4,4,3,3
317,28.5,23.0,3.503,12.015,3.297,1881.0,71.5,93.0,69.5,149.0,13.7,8.0,3,3,3,3,2,3,2,2,3,2,3,4
559,28.5,25.0,3.438,11.732,3.425,1910.0,78.5,100.0,75.5,189.6,18.5,9.0,3,3,3,4,4,4,4,4,4,4,3,3
1228,30.5,25.0,3.387,11.762,3.232,1962.0,73.0,93.5,72.5,164.0,18.1,8.75,3,3,3,4,3,3,3,3,4,3,3,3
617,34.0,30.0,3.214,11.901,3.374,2032.0,76.5,98.0,73.5,174.0,15.5,9.25,4,5,3,5,3,3,3,3,4,4,3,3
1504,41.5,30.5,3.162,11.724,3.233,2121.0,79.5,99.5,75.0,193.5,24.3,9.25,5,5,3,5,4,4,3,4,5,4,3,3
881,35.0,28.0,3.438,11.4729999999999,3.353,2012.0,76.0,95.0,72.5,213.1,24.3,8.25,4,4,3,4,3,3,3,5,5,3,2,3
660,28.5,26.0,3.487,12.475,3.405,1863.0,77.0,100.0,74.0,169.0,17.2,9.5,3,4,3,3,3,4,3,3,4,4,4,4
1300,32.0,26.5,3.363,11.11,3.364,2014.0,84.0,106.0,81.0,84.0,20.8,9.25,4,4,3,4,5,5,5,1,5,4,2,3
933,32.5,24.5,3.615,11.834,2.997,1963.0,76.0,99.0,76.0,166.0,12.6,9.5,4,3,2,4,3,4,4,3,3,4,3,4
1043,29.5,24.0,3.503,12.869,3.35,1843.0,75.5,98.5,76.75,184.8,7.5,9.0,3,3,3,3,3,3,4,4,2,4,4,4
1447,25.0,19.0,4.031,14.165,3.917,1376.0,82.5,108.5,82.5,268.0,19.8,9.75,2,1,5,1,4,5,5,5,4,5,5,5
1072,30.5,25.5,3.424,12.184,3.853,1812.0,72.5,93.0,71.25,148.0,12.1,8.25,3,3,5,3,2,3,3,2,3,3,3,3
1357,35.0,32.0,3.334,12.104,3.81399999999999,1921.0,81.5,100.0,76.0,182.8,18.4,9.25,4,5,5,4,4,4,4,4,4,4,3,3
1464,30.0,22.5,3.431,12.2,3.637,1831.0,81.0,105.5,79.5,216.2,11.7,9.0,3,2,4,3,4,5,4,5,3,4,3,3
1093,30.0,24.5,3.344,11.052,3.51,1964.0,72.5,91.0,70.5,148.1,12.0,8.25,3,3,4,4,2,2,3,2,3,3,2,3
1102,26.5,22.0,3.297,12.285,3.336,1866.0,86.0,109.5,82.5,196.5,21.0,9.0,2,2,3,3,5,5,5,4,5,4,4,3
842,34.5,29.0,3.382,12.319,3.77699999999999,1891.0,78.0,96.0,72.5,178.4,11.1,8.25,4,5,4,4,3,3,3,3,3,3,4,3
591,29.0,24.0,3.448,11.992,3.485,1878.0,79.5,99.0,73.0,190.2,23.7,8.5,3,3,3,3,4,4,3,4,5,3,3,3
1125,29.5,25.0,3.357,11.908,3.216,1953.0,73.5,94.5,70.0,152.0,11.1,8.25,3,3,2,4,3,3,3,2,3,3,3,3
905,29.0,27.5,3.38,11.512,3.35,1966.0,76.5,99.5,74.0,169.0,15.1,9.0,3,4,3,4,3,4,3,3,4,4,2,3
560,,,3.354,11.969,3.724,1815.0,,,,,,,1,1,4,3,1,1,1,1,1,1,3,3
1408,31.5,25.0,3.338,10.806,2.973,2087.0,77.0,99.0,75.0,165.8,6.9,9.0,3,3,2,5,3,4,3,3,2,4,1,3
804,32.5,27.0,3.356,12.069,3.16,1994.0,75.5,95.0,72.0,163.0,15.3,9.25,4,4,2,4,3,3,3,3,4,4,3,3
381,35.0,28.0,3.326,11.898,3.321,2013.0,80.5,102.5,78.0,23.1,7.5,8.25,4,4,3,4,4,4,4,1,2,3,3,3
235,29.0,24.0,3.445,11.216,3.516,1920.0,80.0,101.0,76.0,169.9,17.6,9.0,3,3,4,4,4,4,4,3,4,4,2,3
366,,24.0,,12.178,3.288,1878.0,80.5,102.5,79.0,209.8,17.9,8.5,1,3,3,3,4,4,4,5,4,3,3,1
791,,,3.388,13.039,3.554,1712.0,,,,,,,1,1,4,2,1,1,1,1,1,1,5,3
1414,35.5,27.5,3.429,12.314,3.041,2009.0,80.5,102.0,76.0,177.0,14.7,9.75,5,4,2,4,4,4,4,3,3,5,4,3
1147,31.5,24.5,3.562,12.568,3.252,1879.0,75.0,98.0,74.0,178.8,17.4,9.0,3,3,3,3,3,3,3,3,4,4,4,4
1416,32.0,23.5,3.482,11.954,3.359,1915.0,75.0,96.5,74.0,174.0,10.6,8.75,4,3,3,4,3,3,3,3,3,3,3,4
1017,35.5,29.0,3.591,13.368,3.308,1879.0,80.5,100.5,75.0,190.0,10.9,10.25,5,5,3,3,4,4,3,4,3,5,5,4
756,30.0,28.0,3.337,12.172,3.253,1964.0,79.5,100.5,76.0,213.0,22.2,10.5,3,4,3,4,4,4,4,5,5,5,3,3
687,28.5,22.0,3.651,12.287,3.82,1724.0,73.5,94.5,72.0,144.0,6.2,8.5,3,2,5,2,3,3,3,2,2,3,4,4
1008,30.5,24.5,3.505,12.388,3.372,1879.0,79.25,101.5,76.25,0.0,0.0,8.75,3,3,3,3,4,4,4,1,1,3,4,4
493,31.0,27.5,3.372,12.01,3.487,1936.0,74.0,93.5,71.0,132.9,12.5,8.25,3,4,3,4,3,3,3,2,3,3,3,3
1460,32.0,25.5,3.571,12.753,3.864,1759.0,73.0,91.0,70.75,155.0,19.0,8.0,4,3,5,3,3,2,3,3,4,2,4,4
568,33.5,25.5,3.322,12.209,3.195,1983.0,78.0,99.0,74.5,175.0,14.8,9.5,4,3,2,4,3,4,3,3,3,4,3,3
1106,34.0,27.0,3.89,11.933,3.22,1872.0,81.5,103.5,77.0,206.0,25.2,10.0,4,4,2,3,4,4,4,4,5,5,3,5
586,35.0,29.0,3.298,11.776,3.347,2028.0,78.0,96.5,71.5,158.1,18.1,8.75,4,5,3,5,3,3,3,3,4,3,3,3
1185,31.5,24.0,3.698,12.739,3.854,1720.0,80.0,101.5,77.5,174.0,10.0,8.5,3,3,5,2,4,4,4,3,3,3,4,4
422,33.0,27.5,3.424,13.635,3.55,1827.0,77.0,98.5,73.5,209.6,16.3,8.5,4,4,4,3,3,3,3,5,4,3,5,3
848,29.0,24.0,3.464,12.104,3.631,1899.0,74.75,93.5,71.5,179.2,19.1,9.0,3,3,4,4,3,3,3,3,4,4,3,3
890,36.0,27.5,3.427,11.89,3.325,1994.0,78.0,96.5,73.0,192.5,21.3,9.25,5,4,3,4,3,3,3,4,5,4,3,3
1002,31.5,24.5,3.512,12.841,3.355,1856.0,79.5,102.5,76.5,187.0,15.5,9.5,3,3,3,3,4,4,4,4,4,4,4,4
1353,29.0,24.0,4.058,13.412,3.521,1647.0,81.0,102.5,77.5,194.1,10.3,8.5,3,3,4,2,4,4,4,4,3,3,5,5
1151,32.0,23.0,3.29,11.487,3.476,1954.0,74.5,97.0,74.0,197.0,21.1,8.0,4,3,3,4,3,3,3,4,5,2,2,3
221,31.0,25.0,3.532,13.728,3.83,1696.0,78.5,102.0,79.75,179.4,6.1,9.0,3,3,5,2,4,4,4,3,2,4,5,4
502,32.0,24.0,3.736,11.952,3.48,1847.0,79.5,102.0,77.25,213.4,23.2,9.0,4,3,3,3,4,4,4,5,5,4,3,4
581,32.5,29.0,3.131,12.291,3.723,1874.0,83.75,102.0,77.5,173.8,19.3,9.0,4,5,4,3,5,4,4,3,4,4,4,3
1246,31.0,25.5,4.47,11.867,3.472,1719.0,75.75,98.0,73.0,183.3,7.5,9.0,3,3,3,2,3,3,3,4,2,4,3,5
280,31.0,25.5,3.288,13.008,3.656,1841.0,73.0,91.5,70.5,147.0,11.0,9.0,3,3,4,3,3,2,3,2,3,4,5,3
1483,36.0,30.0,6.764,13.966,3.714,1811.0,77.0,97.5,72.75,174.6,11.5,9.25,5,5,4,3,3,3,3,3,3,4,5,5
1466,33.0,28.0,3.431,13.02,4.113,1735.0,78.5,100.0,74.5,183.8,10.3,9.25,4,4,5,2,4,4,3,4,3,4,5,3
1170,37.5,30.5,3.167,11.095,3.465,2096.0,74.0,93.5,71.5,162.5,14.3,8.25,5,5,3,5,3,3,3,3,3,3,2,3
1076,36.5,30.5,3.258,11.468,3.102,2108.0,77.0,99.5,75.5,154.0,12.5,8.5,5,5,2,5,3,4,4,3,3,3,2,3
1153,29.0,24.5,3.386,12.66,3.541,1844.0,80.5,103.0,77.5,207.8,10.6,9.75,3,3,4,3,4,4,4,4,3,5,4,3
739,34.0,26.0,3.486,12.573,3.367,1912.0,82.5,104.5,79.5,204.4,10.1,9.0,4,4,3,4,4,4,4,4,3,4,4,4
250,31.5,26.5,3.388,11.823,3.226,1984.0,78.5,103.0,79.0,197.4,9.7,9.0,3,4,2,4,4,4,4,4,3,4,3,3
226,26.0,20.0,3.386,,3.415,1838.0,83.75,105.0,77.5,237.8,16.5,9.5,2,2,3,3,5,5,4,5,4,4,1,3
1241,31.0,26.5,3.496,11.985,3.676,1866.0,82.0,102.0,78.5,184.8,6.8,9.0,3,4,4,3,4,4,4,4,2,4,3,4
604,33.5,28.0,3.424,12.034,3.423,1960.0,70.5,88.0,69.75,137.1,4.0,8.0,4,4,3,4,2,2,2,2,2,2,3,3
428,33.0,28.0,3.18,12.007,3.418,2002.0,80.0,101.0,78.75,165.2,13.0,9.0,4,4,3,4,4,4,4,3,3,4,3,3
435,,27.5,3.3,11.959,3.752,1854.0,79.5,99.0,75.0,170.5,19.5,8.0,1,4,4,3,4,4,3,3,4,2,3,3
648,31.5,23.5,3.831,11.594,3.608,1814.0,79.5,102.5,78.0,188.4,4.6,8.5,3,3,4,3,4,4,4,4,2,3,3,5
1089,36.5,29.5,3.483,11.676,3.072,2051.0,81.5,106.5,80.5,194.0,15.4,9.25,5,5,2,5,4,5,5,4,4,4,3,4
1137,31.0,23.0,3.57,12.775,3.657,1775.0,78.5,99.0,75.0,153.0,16.2,9.5,3,3,4,3,4,4,3,3,4,4,4,4
1512,34.0,27.5,3.449,12.467,3.655,1884.0,85.5,107.5,79.5,233.0,26.4,9.5,4,4,4,3,5,5,4,5,5,4,4,3
223,33.0,25.5,3.558,12.045,3.178,1949.0,77.0,99.0,76.5,176.1,7.3,9.0,4,3,2,4,3,4,4,3,2,4,3,4
410,30.5,24.0,3.571,12.487,3.582,1817.0,81.0,105.5,80.5,199.3,6.7,9.0,3,3,4,3,4,5,5,4,2,4,4,4
279,23.5,18.5,3.774,14.109,3.958,1456.0,86.75,110.0,83.0,244.0,29.7,10.0,1,1,5,1,5,5,5,5,5,5,5,4
869,34.5,29.5,,,,2190.0,,,,,,,4,5,1,5,1,1,1,1,1,1,1,1
670,34.5,27.0,,,,2140.0,,,,,,,4,4,1,5,1,1,1,1,1,1,1,1
565,27.0,22.0,3.566,12.867,3.28,1790.0,81.5,103.0,77.5,205.0,11.4,9.5,2,2,3,3,4,4,4,4,3,4,4,4
1123,,35.0,3.141,11.093,3.236,2146.0,81.0,100.0,76.0,190.9,19.6,9.5,1,5,3,5,4,4,4,4,4,4,2,3
1149,34.0,26.5,3.631,11.202,3.89,1892.0,76.5,97.0,74.5,173.9,7.9,9.5,4,4,5,4,3,3,3,3,2,4,2,4
1356,34.0,29.0,3.509,12.123,3.044,2008.0,78.5,98.5,73.5,156.8,10.2,10.0,4,5,2,4,4,3,3,3,3,5,3,4
1410,40.5,32.0,3.143,11.436,3.327,2115.0,74.75,95.0,73.0,165.2,15.5,8.5,5,5,3,5,3,3,3,3,4,3,2,3
451,29.5,25.0,3.33,12.134,3.4,1919.0,76.0,95.0,71.0,194.2,24.0,8.25,3,3,3,4,3,3,3,4,5,3,3,3
845,28.0,24.5,3.799,12.762,3.353,1763.0,82.5,108.0,81.5,266.0,29.9,10.75,2,3,3,3,4,5,5,5,5,5,4,4
1342,24.0,20.5,3.454,11.7329999999999,3.551,1801.0,68.0,88.0,67.5,136.6,10.6,8.0,1,2,4,3,2,2,2,2,3,2,3,3
1172,29.0,23.0,4.051,13.26,3.441,1666.0,79.5,105.0,81.0,212.9,13.9,8.25,3,3,3,2,4,5,5,5,3,3,5,5
1374,35.0,28.0,3.196,11.383,3.37899999999999,2056.0,84.0,104.0,77.0,193.3,17.4,9.25,4,4,3,5,5,4,4,4,4,4,2,3
267,33.0,29.0,3.382,12.706,3.218,1961.0,84.0,106.5,79.0,172.0,13.4,9.75,4,5,2,4,5,5,4,3,3,5,4,3
1420,23.5,22.5,3.514,12.025,3.483,1807.0,78.0,100.5,76.25,179.3,20.8,7.75,1,2,3,3,3,4,4,3,5,2,3,4
787,31.5,25.5,,,,2050.0,,,,,,,3,3,1,5,1,1,1,1,1,1,1,1
1443,28.0,22.5,3.789,12.1309999999999,3.445,1842.0,81.25,103.0,76.5,213.0,12.5,9.0,2,2,3,3,4,4,4,5,3,4,3,4
911,33.5,26.5,3.13,11.831,3.253,2041.0,76.5,96.0,72.5,172.0,8.9,9.25,4,4,3,5,3,3,3,3,3,4,3,3
480,29.0,26.5,3.403,12.308,3.764,1828.0,78.0,101.0,80.0,232.9,25.6,8.75,3,4,4,3,3,4,4,5,5,3,4,3
1113,,,3.388,12.934,3.51,1738.0,,,,,,,1,1,4,2,1,1,1,1,1,1,5,3
475,29.5,25.5,3.311,11.953,3.615,1897.0,74.5,97.0,75.5,167.4,12.3,8.25,3,3,4,4,3,3,4,3,3,3,3,3
1425,,27.5,3.46,12.859,3.595,1798.0,79.25,99.0,75.0,170.0,17.7,8.75,1,4,4,3,4,4,3,3,4,3,4,3
299,,26.0,3.418,12.19,3.298,1909.0,80.0,101.5,77.5,174.1,13.5,8.75,1,4,3,4,4,4,4,3,3,3,3,3
301,36.5,29.0,3.537,12.793,3.755,1847.0,77.0,95.5,72.5,140.0,7.0,8.5,5,5,4,3,3,3,3,2,2,3,4,4
1088,35.0,30.5,3.256,11.362,3.196,2095.0,78.0,98.0,76.5,183.2,12.6,8.0,4,5,2,5,3,3,4,4,3,2,2,3
391,36.0,33.5,3.231,12.446,3.512,2001.0,78.0,97.5,75.0,178.5,15.5,8.25,5,5,4,4,3,3,3,3,4,3,4,3
956,22.5,17.5,3.424,13.712,3.378,1665.0,71.0,91.0,69.25,128.2,7.3,7.75,1,1,3,2,2,2,2,2,2,2,5,3
657,35.5,26.5,3.376,12.716,3.521,1912.0,78.0,99.0,76.5,170.4,6.5,8.0,5,4,4,4,3,4,4,3,2,2,4,3
446,29.5,24.0,3.291,12.46,3.59,1863.0,73.75,95.5,73.0,174.0,14.7,9.0,3,3,4,3,3,3,3,3,3,4,4,3
672,28.5,24.0,3.772,12.235,3.469,1796.0,83.25,106.0,83.25,189.0,17.2,9.5,3,3,3,3,4,5,5,4,4,4,3,4
1098,30.5,25.5,3.302,12.258,3.332,1937.0,71.0,91.5,69.5,146.0,10.1,9.0,3,3,3,4,2,2,2,2,3,4,4,3
